,No,Japanese,English,German,French,Korean,Simplified Chinese,Traditional Chinese,Generation,Form,H,A,B,C,D,S,Ability1,Ability2,Ability3,Type1,Type2,Weight,Evolve Flag,GalarPokedex,PaldeaPokedex
1004,853,オトスパス,Grapploct,Kaocto,Krakos,케오퍼스,八爪武师,八爪武師,8,-,80.0,118.0,90.0,70.0,80.0,42.0,じゅうなん,-,テクニシャン,かくとう,-,39.0,1,1,0
1005,854,ヤバチャ,Sinistea,Fatalitee,Théffroi,데인차,来悲茶,來悲茶,8,-,40.0,45.0,45.0,74.0,54.0,50.0,くだけるよろい,-,-,ゴースト,-,0.4,0,1,1
1006,855,ポットデス,Polteageist,Mortipot,Polthégeist,포트데스,怖思壶,怖思壺,8,-,60.0,65.0,65.0,134.0,114.0,70.0,くだけるよろい,-,-,ゴースト,-,0.4,1,1,1
1007,856,ミブリム,Hatenna,Brimova,Bibichut,몸지브림,迷布莉姆,迷布莉姆,8,-,42.0,30.0,45.0,56.0,53.0,39.0,いやしのこころ,きけんよち,マジックミラー,エスパー,-,3.4,0,1,1
1008,857,テブリム,Hattrem,Brimano,Chapotus,손지브림,提布莉姆,提布莉姆,8,-,57.0,40.0,65.0,86.0,73.0,49.0,いやしのこころ,きけんよち,マジックミラー,エスパー,-,4.8,0,1,1
1009,858,ブリムオン,Hatterene,Silembrim,Sorcilence,브리무음,布莉姆温,布莉姆溫,8,-,57.0,90.0,95.0,136.0,103.0,29.0,いやしのこころ,きけんよち,マジックミラー,エスパー,フェアリー,5.1,1,1,1
1010,859,ベロバー,Impidimp,Bähmon,Grimalin,메롱꿍,捣蛋小妖,搗蛋小妖,8,-,45.0,45.0,30.0,55.0,40.0,50.0,いたずらごころ,おみとおし,わるいてぐせ,あく,フェアリー,5.5,0,1,1
1011,860,ギモー,Morgrem,Pelzebub,Fourbelin,쏘겨모,诈唬魔,詐唬魔,8,-,65.0,60.0,45.0,75.0,55.0,70.0,いたずらごころ,おみとおし,わるいてぐせ,あく,フェアリー,12.5,0,1,1
1012,861,オーロンゲ,Grimmsnarl,Olangaar,Angoliath,오롱털,长毛巨魔,長毛巨魔,8,-,95.0,120.0,65.0,95.0,75.0,60.0,いたずらごころ,おみとおし,わるいてぐせ,あく,フェアリー,61.0,1,1,1
1013,862,タチフサグマ,Obstagoon,Barrikadax,Obstagoon,가로막구리,堵拦熊,堵攔熊,8,-,93.0,90.0,101.0,60.0,81.0,95.0,すてみ,こんじょう,まけんき,あく,ノーマル,46.0,1,1,0
1014,863,ニャイキング,Perrserker,Mauzinger,Berserkatt,나이킹,喵头目,喵頭目,8,-,70.0,110.0,100.0,50.0,60.0,50.0,カブトアーマー,かたいツメ,はがねのせいしん,はがね,-,28.0,1,1,1
1015,864,サニゴーン,Cursola,Gorgasonn,Corayôme,산호르곤,魔灵珊瑚,魔靈珊瑚,8,-,60.0,95.0,50.0,145.0,130.0,30.0,くだけるよろい,-,ほろびのボディ,ゴースト,-,0.4,1,1,0
1016,865,ネギガナイト,Sirfetch'd,Lauchzelot,Palarticho,창파나이트,葱游兵,蔥遊兵,8,-,62.0,135.0,95.0,68.0,82.0,65.0,ふくつのこころ,-,きもったま,かくとう,-,117.0,1,1,0
1017,866,バリコオル,Mr. Rime,Pantifrost,M. Glaquette,마임꽁꽁,,,8,-,80.0,85.0,75.0,110.0,100.0,70.0,ちどりあし,バリアフリー,アイスボディ,こおり,エスパー,58.2,1,1,0
1018,867,デスバーン,Runerigus,Oghnatoll,Tutétékri,데스판,死神板,死神板,8,-,58.0,95.0,145.0,50.0,105.0,30.0,さまようたましい,-,-,じめん,ゴースト,66.6,1,1,0
1019,868,マホミル,Milcery,Hokumil,Crèmy,마빌크,,,8,-,45.0,40.0,40.0,50.0,61.0,34.0,スイートベール,-,アロマベール,フェアリー,-,0.3,0,1,0
1020,869,マホイップ,Alcremie,Pokusan,Charmilly,마휘핑,霜奶仙,霜奶仙,8,-,65.0,60.0,75.0,110.0,121.0,64.0,スイートベール,-,アロマベール,フェアリー,-,0.5,1,1,0
1021,870,タイレーツ,Falinks,Legios,Hexadron,대여르,列阵兵,列陣兵,8,-,65.0,100.0,100.0,70.0,60.0,75.0,カブトアーマー,-,まけんき,かくとう,-,62.0,1,1,1
1022,871,バチンウニ,Pincurchin,Britzigel,Wattapik,찌르성게,啪嚓海胆,啪嚓海膽,8,-,48.0,101.0,95.0,91.0,85.0,15.0,ひらいしん,-,エレキメーカー,でんき,-,1.0,1,1,1
1023,872,ユキハミ,Snom,Snomnom,Frissonille,누니머기,雪吞虫,雪吞蟲,8,-,30.0,25.0,35.0,45.0,30.0,20.0,りんぷん,-,こおりのりんぷん,こおり,むし,3.8,0,1,1
1024,873,モスノウ,Frosmoth,Mottineva,Beldeneige,모스노우,雪绒蛾,雪絨蛾,8,-,70.0,65.0,60.0,125.0,90.0,65.0,りんぷん,-,こおりのりんぷん,こおり,むし,42.0,1,1,1
1025,874,イシヘンジン,Stonjourner,Humanolith,Dolman,돌헨진,,,8,-,100.0,125.0,135.0,20.0,20.0,70.0,パワースポット,-,-,いわ,-,520.0,1,1,1
1026,875,コオリッポ,Eiscue,Kubuin,Bekaglaçon,빙큐보,冰砌鹅,冰砌鵝,8,アイスフェイスのすがた,75.0,80.0,110.0,65.0,90.0,50.0,アイスフェイス,-,-,こおり,-,89.0,1,1,1
1027,875,コオリッポ,Eiscue,Kubuin,Bekaglaçon,빙큐보,冰砌鹅,冰砌鵝,8,ナイスフェイスのすがた,75.0,80.0,70.0,65.0,50.0,130.0,アイスフェイス,-,-,こおり,-,89.0,1,1,1
1028,876,イエッサン,Indeedee,Servol,Wimessir,에써르,爱管侍,愛管侍,8,オスのすがた,60.0,65.0,55.0,105.0,95.0,95.0,せいしんりょく,シンクロ,サイコメイカー,ノーマル,エスパー,28.0,1,1,1
1029,876,イエッサン,Indeedee,Servol,Wimessir,에써르,爱管侍,愛管侍,8,メスのすがた,70.0,55.0,65.0,95.0,105.0,85.0,マイペース,シンクロ,サイコメイカー,ノーマル,エスパー,28.0,1,1,1
1030,877,モルペコ,Morpeko,Morpeko,Morpeko,모르페코,莫鲁贝可,莫魯貝可,8,まんぷくもよう,58.0,95.0,58.0,70.0,58.0,97.0,はらぺこスイッチ,-,-,でんき,あく,3.0,1,1,0
1031,877,モルペコ,Morpeko,Morpeko,Morpeko,모르페코,莫鲁贝可,莫魯貝可,8,はらぺこもよう,58.0,95.0,58.0,70.0,58.0,97.0,はらぺこスイッチ,-,-,でんき,あく,3.0,1,1,0
1032,878,ゾウドウ,Cufant,Kupfanti,Charibari,끼리동,铜象,銅象,8,-,72.0,80.0,49.0,40.0,49.0,40.0,ちからずく,-,ヘヴィメタル,はがね,-,100.0,0,1,1
1033,879,ダイオウドウ,Copperajah,Patinaraja,Pachyradjah,대왕끼리동,大王铜象,大王銅象,8,-,122.0,130.0,69.0,80.0,69.0,30.0,ちからずく,-,ヘヴィメタル,はがね,-,650.0,1,1,1
1034,880,パッチラゴン,Dracozolt,Lectragon,Galvagon,파치래곤,雷鳥龍,雷鸟龙,8,-,90.0,100.0,90.0,80.0,70.0,75.0,ちくでん,はりきり,すなかき,でんき,ドラゴン,190.0,1,1,0
1035,881,パッチルドン,Arctozolt,Lecryodon,Galvagla,파치르돈,雷鸟海兽,雷鳥海獸,8,-,90.0,100.0,90.0,90.0,80.0,55.0,ちくでん,はりきり,ゆきかき,でんき,こおり,150.0,1,1,0
1036,882,ウオノラゴン,Dracovish,Pescragon,Hydragon,어래곤,鳃鱼龙,鰓魚龍,8,-,90.0,90.0,100.0,70.0,80.0,75.0,ちょすい,がんじょうあご,すなかき,みず,ドラゴン,215.0,1,1,0
1037,883,ウオチルドン,Arctovish,Pescryodon,Hydragla,어치르돈,鳃鱼海兽,鰓魚海獸,8,-,90.0,90.0,100.0,80.0,90.0,55.0,ちょすい,アイスボディ,ゆきかき,みず,こおり,175.0,1,1,0
1038,884,ジュラルドン,Duraludon,Duraludon,Duraludon,두랄루돈,铝钢龙,鋁鋼龍,8,-,70.0,95.0,115.0,120.0,50.0,85.0,ライトメタル,ヘヴィメタル,すじがねいり,はがね,ドラゴン,40.0,1,1,0
1039,885,ドラメシア,Dreepy,Grolldra,Fantyrm,드라꼰,多龙梅西亚,多龍梅西亞,8,-,28.0,60.0,30.0,40.0,30.0,82.0,クリアボディ,すりぬけ,のろわれボディ,ドラゴン,ゴースト,2.0,0,1,1
1040,886,ドロンチ,Drakloak,Phandra,Dispareptil,드래런치,多龙奇,多龍奇,8,-,68.0,80.0,50.0,60.0,50.0,102.0,すりぬけ,のろわれボディ,ドラゴン,ゴースト,-,11.0,0,1,1
1041,887,ドラパルド,Dragapult,Katapuldra,Lanssorien,드래펄트,多龙巴鲁托,多龍巴魯托,8,-,88.0,120.0,75.0,100.0,75.0,142.0,すりぬけ,のろわれボディ,ドラゴン,ゴースト,-,50.0,1,1,1
1042,888,ザシアン,Zacian,Zacian,Zacian,자시안,苍响,蒼響,8,れきせんのゆうしゃ,92.0,120.0,115.0,80.0,115.0,138.0,ふとうのけん,-,-,フェアリー,-,110.0,1,1,1
1043,888,ザシアン,Zacian,Zacian,Zacian,자시안,苍响,蒼響,8,けんのおう,92.0,150.0,115.0,80.0,115.0,148.0,ふとうのけん,-,-,フェアリー,はがね,355.0,1,1,1
1044,889,ザマゼンタ,Zamazenta,Zamazenta,Zamazenta,자마젠타,藏玛然特,藏瑪然特,8,れきせんのゆうしゃ,92.0,120.0,115.0,80.0,115.0,138.0,ふくつのたて,-,-,かくとう,-,210.0,1,1,1
1045,889,ザマゼンタ,Zamazenta,Zamazenta,Zamazenta,자마젠타,藏玛然特,藏瑪然特,8,けんのおう,92.0,120.0,140.0,80.0,140.0,128.0,ふくつのたて,-,-,かくとう,はがね,785.0,1,1,1
1046,890,ムゲンダイナ,Eternatus,Endynalos,Éthernatos,무한다이노,无极汰那,無極汰那,8,-,140.0,85.0,95.0,145.0,95.0,130.0,プレッシャー,-,-,どく,ドラゴン,950.0,1,1,0
1047,890,ムゲンダイナ,Eternatus,Endynalos,Éthernatos,무한다이노,无极汰那,無極汰那,8,ムゲンマックス,255.0,115.0,250.0,125.0,250.0,130.0,プレッシャー,-,-,どく,ドラゴン,0.0,1,1,0
1048,891,ダクマ,Kubfu,Dakuma,Wushours,치고마,熊徒弟,熊徒弟,8,-,60.0,90.0,60.0,53.0,50.0,72.0,せいしんりょく,ノーガード,-,かくとう,-,12.0,0,1,1
1049,892,ウーラオス,Urshifu,Wulaosu,Shifours,우라오스,武道熊师,武道熊師,8,れんげきのかた,100.0,130.0,100.0,63.0,60.0,97.0,ふかしのこぶし,-,-,かくとう,みず,105.0,1,1,1
1050,892,ウーラオス,Urshifu,Wulaosu,Shifours,우라오스,武道熊师,武道熊師,8,いちげきのかた,100.0,130.0,100.0,63.0,60.0,97.0,ふかしのこぶし,-,-,かくとう,あく,105.0,1,1,1
1051,893,ザルード,Zarude,Zarude,Zarude,자루도,萨戮德,薩戮德,8,-,105.0,120.0,105.0,70.0,95.0,105.0,リーフガード,-,-,あく,くさ,70.0,1,1,1
1052,894,レジエレキ,Regieleki,Regieleki,Regieleki,레지에레키,雷吉艾勒奇,雷吉艾勒奇,8,-,80.0,100.0,50.0,100.0,50.0,200.0,トランジスタ,-,-,でんき,-,145.0,1,1,1
1053,895,レジドラゴ,Regidrago,Regidrago,Regidrago,레지드래고,雷吉铎拉戈,雷吉鐸拉戈,8,-,200.0,100.0,50.0,100.0,50.0,80.0,りゅうのあぎと,-,-,ドラゴン,-,200.0,1,1,1
1054,896,ブリザポス,Glastrier,Polaross,Blizzeval,블리자포스,雪暴马,雪暴馬,8,-,100.0,145.0,130.0,65.0,110.0,30.0,しろのいななき,-,-,こおり,-,800.0,1,1,1
1055,897,レイスポス,Spectrier,Phantoross,Spectreval,레이스포스,灵幽马,靈幽馬,8,-,100.0,65.0,60.0,145.0,80.0,130.0,くろのいななき,-,-,ゴースト,-,44.5,1,1,1
1056,898,バドレックス,Calyrex,Coronospa,Sylveroy,버드렉스,蕾冠王,蕾冠王,8,-,100.0,80.0,80.0,80.0,80.0,80.0,きんちょうかん,-,-,エスパー,くさ,7.7,1,1,1
1057,898,バドレックス,Calyrex,Coronospa,Sylveroy,버드렉스,蕾冠王,蕾冠王,8,はくばのすがた,100.0,165.0,150.0,85.0,130.0,50.0,じんばいったい,-,-,エスパー,こおり,809.1,1,1,1
1058,898,バドレックス,Calyrex,Coronospa,Sylveroy,버드렉스,蕾冠王,蕾冠王,8,こくばのすがた,100.0,85.0,80.0,165.0,100.0,150.0,じんばいったい,-,-,エスパー,ゴースト,53.6,1,1,1
1059,899,アヤシシ,Wyrdeer,Damythir,Cerbyllin,신비록,诡角鹿,詭角鹿,8,ヒスイのすがた,103.0,105.0,72.0,105.0,75.0,65.0,いかく,おみとおし,そうしょく,ノーマル,エスパー,95.1,1,0,1
1060,900,バサギリ,Kleavor,Axantor,Hachécateur,사마자르,劈斧螳螂,劈斧螳螂,8,ヒスイのすがた,70.0,130.0,95.0,45.0,75.0,85.0,むしのしらせ,ちからずく,きれあじ,むし,いわ,89.0,1,0,1
1061,901,ガチグマ,Ursaluna,Ursaluna,Ursaking,다투곰,月月熊,月月熊,8,ヒスイのすがた,130.0,140.0,105.0,45.0,80.0,50.0,こんじょう,ぼうだん,きんちょうかん,じめん,ノーマル,290.0,1,0,1
1062,902,イダイトウ,Basculegion,Salmagnis,Paragruel,대쓰여너,幽尾玄鱼,幽尾玄魚,8,ヒスイのすがた,120.0,112.0,65.0,80.0,75.0,78.0,すいすい,てきおうりょく,かたやぶり,みず,ゴースト,110.0,1,0,1
1063,903,オオニューラ,Sneasler,Snieboss,Farfurex,포푸니크,大狃拉,大狃拉,8,ヒスイのすがた,80.0,130.0,60.0,40.0,80.0,120.0,プレッシャー,かるわざ,どくしゅ,かくとう,どく,43.0,1,0,1
1064,904,ハリーマン,Overqwil,Myriador,Qwilpik,장침바루,万针鱼,萬針魚,8,ヒスイのすがた,85.0,115.0,95.0,65.0,65.0,85.0,どくのトゲ,すいすい,いかく,あく,どく,60.5,1,0,1
1065,905,ラブトロス,Enamorus,Cupidos,Amovénus,러브로스,眷恋云,眷戀雲,8,けしん,74.0,115.0,70.0,135.0,80.0,106.0,メロメロボディ,-,あまのじゃく,フェアリー,ひこう,48.0,1,0,1
1066,905,ラブトロス,Enamorus,Cupidos,Amovénus,러브로스,眷恋云,眷戀雲,8,れいじゅう,74.0,115.0,110.0,135.0,100.0,46.0,ぼうじん,-,-,フェアリー,ひこう,48.0,1,0,1
1067,906,ニャオハ,Sprigatito,Felori,Poussacha,나오하,新叶喵,新葉喵,9,-,40.0,61.0,54.0,45.0,45.0,65.0,しんりょく,-,へんげんじざい,くさ,-,4.1,0,0,1
1068,907,ニャローテ,Floragato,Feliospa,Matourgeon,나로테,蒂蕾喵,蒂蕾喵,9,-,61.0,80.0,63.0,60.0,63.0,83.0,しんりょく,-,へんげんじざい,くさ,-,12.2,0,0,1
1069,908,マスカーニャ,Meowscarada,Maskagato,Miascarade,마스카나,魔幻假面喵,魔幻假面喵,9,-,76.0,110.0,70.0,81.0,70.0,123.0,しんりょく,-,へんげんじざい,くさ,あく,31.2,1,0,1
1070,909,ホゲータ,Fuecoco,Krokel,Chochodile,뜨아거,呆火鳄,呆火鱷,9,-,67.0,45.0,59.0,63.0,40.0,36.0,もうか,-,てんねん,ほのお,-,9.8,0,0,1
1071,910,アチゲータ,Crocalor,Lokroko,Crocogril,악뜨거,炙烫鳄,炙燙鱷,9,-,81.0,55.0,78.0,90.0,58.0,49.0,もうか,-,てんねん,ほのお,-,30.7,0,0,1
1072,911,ラウドボーン,Skeledirge,Skelokrok,Flâmigator,라우드본,骨纹惊声鳄,骨紋驚聲鱷,9,-,104.0,75.0,100.0,110.0,75.0,66.0,もうか,-,てんねん,ほのお,ゴースト,326.5,1,0,1
1073,912,クワッス,Quaxly,Kwaks,Coiffeton,꾸왁스,润水鸭,潤水鴨,9,-,55.0,65.0,45.0,50.0,45.0,50.0,げきりゅう,-,じしんかじょう,みず,-,6.1,0,0,1
1074,913,ウェルカモ,Quaxwell,Fuentente,Canarbello,아꾸왁,涌跃鸭,湧躍鴨,9,-,70.0,85.0,65.0,65.0,60.0,65.0,げきりゅう,-,じしんかじょう,みず,-,21.5,0,0,1
1075,914,ウェーニバル,Quaquaval,Bailonda,Palmaval,웨이니발,狂欢浪舞鸭,狂歡浪舞鴨,9,-,85.0,120.0,80.0,85.0,75.0,85.0,げきりゅう,-,じしんかじょう,みず,かくとう,61.9,1,0,1
1076,915,グルトン,Lechonk,Ferkuli,Gourmelet,맛보돈,爱吃豚,愛吃豚,9,-,54.0,45.0,40.0,35.0,45.0,35.0,アロマベール,くいしんぼう,あついしぼう,ノーマル,-,10.2,0,0,1
1077,916,パヒュートン,Oinkologne,Fragrunz,Fragroin,퍼퓨돈,飘香豚,飄香豚,9,オスのすがた,110.0,100.0,75.0,59.0,80.0,65.0,とれないにおい,くいしんぼう,あついしぼう,ノーマル,-,120.0,1,0,1
1078,916,パヒュートン,Oinkologne,Fragrunz,Fragroin,퍼퓨돈,飘香豚,飄香豚,9,メスのすがた,115.0,90.0,70.0,59.0,90.0,65.0,アロマベール,くいしんぼう,あついしぼう,ノーマル,-,120.0,1,0,1
1079,917,ノココッチ,Dudunsparce,Dummimisel,Deusolourdo,노고고치,土龙节节,土龍節節,9,-,125.0,100.0,80.0,85.0,75.0,55.0,てんのめぐみ,にげあし,びびり,ノーマル,-,39.2,1,0,1
1080,918,タマンチュラ,Tarountula,Tarundel,Tissenboule,타랜툴라,团珠蛛,團珠蛛,9,-,35.0,41.0,45.0,29.0,40.0,20.0,ふみん,-,はりこみ,むし,-,4.0,0,0,1
1081,919,ワナイダー,Spidops,Spinsidias,Filentrappe,트래피더,操陷蛛,操陷蛛,9,-,60.0,79.0,92.0,52.0,86.0,35.0,ふみん,-,はりこみ,むし,-,16.5,1,0,1
1082,920,マメバッタ,Nymble,Micrick,Lilliterelle,콩알뚜기,,,9,-,33.0,46.0,40.0,21.0,25.0,45.0,むしのしらせ,-,いろめがね,むし,-,1.0,0,0,1
1083,921,エクスレッグ,Lokix,Lextremo,Gambex,엑스레그,,,9,-,71.0,102.0,78.0,52.0,55.0,92.0,むしのしらせ,-,いろめがね,むし,あく,17.5,1,0,1
1084,922,シガコロ,Rellor,Relluk,Léboulérou,구르데,,,9,-,41.0,50.0,60.0,31.0,58.0,30.0,ふくがん,-,だっぴ,むし,-,1.0,0,0,1
1085,923,ベラカス,Rabsca,Skarabaks,Bérasca,베라카스,,,9,-,75.0,50.0,85.0,115.0,100.0,45.0,シンクロ,-,テレパシー,むし,エスパー,3.5,1,0,1
1086,924,ボチ,Greavard,Gruff,Toutombe,망망이,墓仔狗,墓仔狗,9,-,50.0,61.0,60.0,30.0,55.0,34.0,ものひろい,-,もふもふ,ゴースト,-,35.0,0,0,1
1087,925,ハカドッグ,Houndstone,Friedwuff,Tomberro,묘두기,,,9,-,72.0,101.0,100.0,50.0,97.0,68.0,すなかき,-,もふもふ,ゴースト,-,15.0,1,0,1
1088,926,ヒラヒナ,Flittle,Flattutu,Flotillon,하느라기,,,9,-,30.0,35.0,30.0,55.0,30.0,75.0,きけんよち,おみとおし,かそく,エスパー,-,1.5,0,0,1
1089,927,クエスパトラ,Espathra,Psiopatra,Cléopsytra,클레스퍼트라,,,9,-,95.0,60.0,60.0,101.0,60.0,105.0,びんじょう,おみとおし,かそく,エスパー,-,90.0,1,0,1
1090,928,リキキリン,Farigiraf,Farigiraf,Farigiraf,키키링,奇麒麟,奇麒麟,9,-,120.0,90.0,70.0,110.0,70.0,60.0,はんすう,テイルアーマー,そうしょく,ノーマル,エスパー,160.0,1,0,1
1091,929,ウミディグダ,Wiglett,Schligda,Taupikeau,바다그다,海地鼠,海地鼠,9,-,10.0,55.0,25.0,35.0,25.0,95.0,ぬめぬめ,びびり,すながくれ,みず,-,1.8,0,0,1
1092,930,ウミトリオ,Wugtrio,Schligdri,Triopikeau,바닥트리오,,,9,-,35.0,100.0,50.0,50.0,70.0,120.0,ぬめぬめ,びびり,すながくれ,みず,-,5.4,1,0,1
1093,931,ヘイラッシャ,Dondozo,Heerashai,Oyacata,어써러셔,吃吼霸,吃吼霸,9,-,150.0,100.0,115.0,65.0,65.0,35.0,てんねん,どんかん,みずのベール,みず,-,220.0,1,0,1
1094,932,ミガルーサ,Veluza,Agiluza,Délestin,가비루사,轻身鳕,輕身鱈,9,-,90.0,102.0,73.0,78.0,65.0,70.0,かたやぶり,-,きれあじ,みず,エスパー,90.0,1,0,1
1095,933,ナミイルカ,Finizen,Normifin,Dofin,맨돌핀,波普海豚,波普海豚,9,-,70.0,45.0,40.0,45.0,40.0,75.0,みずのベール,-,-,みず,-,60.2,0,0,1
1096,934,イルカマン,Hero Form,Heldenform,Forme Super,돌핀맨,海豚侠,海豚俠,9,ナイーブフォルム,100.0,70.0,72.0,53.0,62.0,100.0,マイティチェンジ,-,-,みず,-,60.2,1,0,1
1097,934,イルカマン,Hero Form,Heldenform,Forme Super,돌핀맨,海豚侠,海豚俠,9,マイティフォルム,100.0,160.0,97.0,106.0,87.0,100.0,マイティチェンジ,-,-,みず,-,60.2,1,0,1
1098,935,ミニーブ,Smoliv,Olini,Olivini,미니브,迷你芙,迷你芙,9,-,41.0,35.0,45.0,58.0,51.0,30.0,はやおき,-,しゅうかく,くさ,ノーマル,6.5,0,0,1
1099,936,オリーニョ,Dolliv,Olivinio,Olivado,올리뇨,,,9,-,52.0,53.0,60.0,78.0,78.0,33.0,はやおき,-,しゅうかく,くさ,ノーマル,11.9,0,0,1
1100,937,オリーヴァ,Arboliva,Olithena,Arboliva,올리르바,,,9,-,78.0,69.0,90.0,125.0,109.0,39.0,こぼれだね,-,しゅうかく,くさ,ノーマル,48.2,1,0,1
1101,938,カプサイジ,Capsakid,Chilingel,Pimito,캡싸이,热辣娃,熱辣娃,9,-,50.0,62.0,40.0,62.0,40.0,50.0,ようりょくそ,ふみん,ぶきよう,くさ,-,3.0,0,0,1
1102,939,スコヴィラン,Scovillain,Halupenjo,Scovilain,스코빌런,狠辣椒,狠辣椒,9,-,65.0,108.0,65.0,108.0,65.0,75.0,ようりょくそ,ふみん,ぶきよう,くさ,ほのお,15.0,1,0,1
1103,940,ズピカ,Tadbulb,Blipp,Têtampoule,빈나두,,,9,-,61.0,31.0,41.0,59.0,35.0,45.0,マイペース,せいでんき,しめりけ,でんき,-,0.4,0,0,1
1104,941,ハラバリー,Bellibolt,Wampitz,Ampibidou,찌리배리,电肚蛙,電肚蛙,9,-,109.0,64.0,91.0,103.0,83.0,45.0,でんきにかえる,せいでんき,しめりけ,でんき,-,113.0,1,0,1
1105,942,ブロロン,Varoom,Knattox,Vrombi,부르롱,噗隆隆,噗隆隆,9,-,45.0,70.0,63.0,30.0,45.0,47.0,ぼうじん,-,スロースタート,はがね,どく,35.0,0,0,1
1106,943,ブロロローム,Revavroom,Knattatox,Vrombotor,부르르룸,普隆隆姆,普隆隆姆,9,-,80.0,119.0,90.0,54.0,67.0,90.0,ぼうじん,-,フィルター,はがね,どく,120.0,1,0,1
1107,944,ミミズズ,Orthworm,Schlurm,Ferdeter,꿈트렁,,,9,-,70.0,85.0,145.0,60.0,55.0,65.0,どしょく,-,すながくれ,はがね,-,310.0,1,0,1
1108,945,ワッカネズミ,Tandemaus,Zwieps,Compagnol,두리쥐,一对鼠,一對鼠,9,-,50.0,50.0,45.0,40.0,45.0,75.0,にげあし,ものひろい,マイペース,ノーマル,-,1.8,0,0,1
1109,946,イッカネズミ,Family of Four,Viererfamilie,Famille de Quatre,파밀리쥐,一家鼠,一家鼠,9,-,74.0,75.0,70.0,65.0,75.0,111.0,フレンドガード,ほおぶくろ,テクニシャン,ノーマル,-,2.3,1,0,1
1110,947,アルクジラ,Cetoddle,Flaniwal,Piétacé,터벅고래,走鲸,走鯨,9,-,108.0,68.0,45.0,30.0,40.0,43.0,あついしぼう,ゆきがくれ,ちからずく,こおり,-,45.0,0,0,1
1111,948,ハルクジラ,Cetitan,Kolowal,Balbalèze,우락고래,浩大鲸,浩大鯨,9,-,170.0,113.0,65.0,45.0,55.0,73.0,あついしぼう,ゆきがくれ,ちからずく,こおり,-,700.0,1,0,1
1112,949,セビエ,Frigibax,Frospino,Frigodo,드니차,,,9,-,65.0,75.0,45.0,35.0,45.0,55.0,ねつこうかん,-,アイスボディ,ドラゴン,こおり,17.0,0,0,1
1113,950,セゴール,Arctibax,Cryospino,Cryodo,드니꽁,,,9,-,90.0,95.0,66.0,45.0,65.0,62.0,ねつこうかん,-,アイスボディ,ドラゴン,こおり,30.0,0,0,1
1114,951,セグレイブ,Baxcalibur,Espinodon,Glaivodo,드닐레이브,戟脊龙,戟脊龍,9,-,115.0,145.0,92.0,75.0,86.0,87.0,ねつこうかん,-,アイスボディ,ドラゴン,こおり,210.0,1,0,1
1115,952,シャリタツ,Stretchy Form,Gestreckte Form,Nigirigon,싸리용,米立龙,米立龍,9,-,68.0,50.0,60.0,120.0,95.0,82.0,しれいとう,-,よびみず,ドラゴン,みず,8.0,1,0,1
1116,953,モトトカゲ,Cyclizar,Mopex,Motorizard,모토마,摩托蜥,摩托蜥,9,-,70.0,95.0,65.0,85.0,65.0,121.0,だっぴ,-,さいせいりょく,ドラゴン,ノーマル,63.0,1,0,1
1117,954,パモ,Pawmi,Pamo,Pohm,빠모,布拨,布撥,9,-,45.0,50.0,20.0,40.0,25.0,60.0,せいでんき,しぜんかいふく,てつのこぶし,でんき,-,2.5,0,0,1
